1 42.3173
0.5 37.9321
0.333333 37.5385
0.25 37.5385
0.2 36.2532
0.166667 32.9595
0.142857 32.9595
0.125 32.7995
0.111111 32.7995
0.1 32.7995
0.0909091 32.7995
0.0833333 32.7995
0.0769231 31.2491
0.0714286 31.2491
0.0666667 31.2491
0.0625 31.2491
0.0588235 31.2491
0.0555556 31.2491
0.0526316 31.2491
0.05 29.9983
0.047619 29.9983
0.0454545 30.0702
0.0434783 28.7171
0.0416667 28.7171
0.04 28.7632
0.0384615 28.7632
0.037037 28.7632
0.0357143 28.7632
0.0344828 26.4293
0.0333333 26.4293
0.0322581 26.4293
0.03125 26.4293
0.030303 26.4293
0.0294118 26.4293
0.0285714 26.4293
0.0277778 26.4293
0.027027 26.1969
0.0263158 26.1969
0.025641 26.1969
0.025 26.1969
0.0243902 26.1969
0.0238095 26.1969
0.0232558 23.9658
0.0227273 23.9658
0.0222222 23.9658
0.0217391 23.9658
0.0212766 23.9658
0.0208333 23.9658
0.0204082 23.9658
0.02 23.9658
0.0196078 23.9658
0.0192308 23.9658
0.0188679 23.9658
0.0185185 23.9658
0.0181818 23.9658
0.0178571 23.9658
0.0175439 23.9658
0.0172414 23.0962
0.0169492 23.0962
0.0166667 23.0962
0.0163934 22.3878
0.016129 22.3878
0.015873 22.3878
0.015625 22.3878
0.0153846 22.3878
0.0151515 22.3878
0.0149254 22.3878
0.0147059 22.3878
0.0144928 22.3878
0.0142857 22.3878
0.0140845 22.3878
0.0138889 22.3878
0.0136986 22.3878
0.0135135 22.3878
0.0133333 22.3878
0.0131579 22.3878
0.012987 22.3878
0.0128205 22.3878
0.0126582 22.3878
0.0125 22.3878
0.0123457 22.3878
0.0121951 22.3878
0.0120482 22.3878
0.0119048 22.3878
0.0117647 22.3878
0.0116279 22.3878
0.0114943 22.3878
0.0113636 22.3878
0.011236 22.3878
0.0111111 22.3878
0.010989 22.3878
0.0108696 22.3878
0.0107527 22.3878
0.0106383 22.3878
0.0105263 22.3878
0.0104167 22.3878
0.0103093 22.3878
0.0102041 22.3878
0.010101 22.3878
0.01 22.3878
